country,year,sex,age,suicides_no,population
Guatemala,2010,male,35-54 years,69,1056351
Guatemala,2010,male,5-14 years,6,1942723
Guatemala,2010,male,55-74 years,23,462550
Guatemala,2010,male,75+ years,5,112524
Guatemala,2011,female,15-24 years,59,1565706
Guatemala,2011,female,25-34 years,23,1184080
Guatemala,2011,female,35-54 years,8,1314716
Guatemala,2011,female,5-14 years,12,1886847
Guatemala,2011,female,55-74 years,5,563744
Guatemala,2011,female,75+ years,1,144272
Guatemala,2011,male,15-24 years,105,1586755
Guatemala,2011,male,25-34 years,58,1115150
Guatemala,2011,male,35-54 years,55,1097919
Guatemala,2011,male,5-14 years,5,1963745
Guatemala,2011,male,55-74 years,23,476741
Guatemala,2011,male,75+ years,5,117667
Guatemala,2012,female,15-24 years,63,1603593
Guatemala,2012,female,25-34 years,20,1216962
Guatemala,2012,female,35-54 years,12,1364473
Guatemala,2012,female,5-14 years,9,1898821
Guatemala,2012,female,55-74 years,5,584720
Guatemala,2012,female,75+ years,1,150302
Guatemala,2012,male,15-24 years,118,1629819
Guatemala,2012,male,25-34 years,61,1153737
Guatemala,2012,male,35-54 years,77,1142067
Guatemala,2012,male,5-14 years,12,1977712
Guatemala,2012,male,55-74 years,34,490894
Guatemala,2012,male,75+ years,8,122325
Guatemala,2013,female,15-24 years,73,1640626
Guatemala,2013,female,25-34 years,26,1248143
Guatemala,2013,female,35-54 years,12,1416674
Guatemala,2013,female,5-14 years,10,1904849
Guatemala,2013,female,55-74 years,3,606295
Guatemala,2013,female,75+ years,0,156126
Guatemala,2013,male,15-24 years,124,1672018
Guatemala,2013,male,25-34 years,79,1190771
Guatemala,2013,male,35-54 years,83,1189282
Guatemala,2013,male,5-14 years,8,1985171
Guatemala,2013,male,55-74 years,31,505337
Guatemala,2013,male,75+ years,6,126586
Guatemala,2014,female,15-24 years,85,1676831
Guatemala,2014,female,25-34 years,32,1279793
Guatemala,2014,female,35-54 years,18,1471960
Guatemala,2014,female,5-14 years,13,1906536
Guatemala,2014,female,55-74 years,8,629002
Guatemala,2014,female,75+ years,0,161932
Guatemala,2014,male,15-24 years,116,1713439
Guatemala,2014,male,25-34 years,87,1228328
Guatemala,2014,male,35-54 years,101,1240265
Guatemala,2014,male,5-14 years,6,1987907
Guatemala,2014,male,55-74 years,39,520628
Guatemala,2014,male,75+ years,7,130569
Guatemala,2015,female,15-24 years,83,1711787
Guatemala,2015,female,25-34 years,19,1313068
Guatemala,2015,female,35-54 years,20,1530419
Guatemala,2015,female,5-14 years,13,1906150
Guatemala,2015,female,55-74 years,6,653079
Guatemala,2015,female,75+ years,3,167861
Guatemala,2015,male,15-24 years,125,1753669
Guatemala,2015,male,25-34 years,86,1267501
Guatemala,2015,male,35-54 years,87,1295156
Guatemala,2015,male,5-14 years,11,1988348
Guatemala,2015,male,55-74 years,32,537002
Guatemala,2015,male,75+ years,9,134357
Guyana,1979,female,15-24 years,0,96000
Guyana,1979,female,25-34 years,0,52000
Guyana,1979,female,35-54 years,0,66000
Guyana,1979,female,5-14 years,0,125000
Guyana,1979,female,55-74 years,0,30000
Guyana,1979,female,75+ years,0,5000
Guyana,1979,male,15-24 years,0,95000
Guyana,1979,male,25-34 years,0,48000
Guyana,1979,male,35-54 years,0,62000
Guyana,1979,male,5-14 years,0,127000
Guyana,1979,male,55-74 years,0,30000
Guyana,1979,male,75+ years,0,3100
Guyana,1984,female,15-24 years,3,107000
Guyana,1984,female,25-34 years,0,68000
Guyana,1984,female,35-54 years,1,67000
Guyana,1984,female,5-14 years,0,120000
Guyana,1984,female,55-74 years,0,34000
Guyana,1984,female,75+ years,1,6000
Guyana,1984,male,15-24 years,4,109000
Guyana,1984,male,25-34 years,1,67000
Guyana,1984,male,35-54 years,1,66000
Guyana,1984,male,5-14 years,0,122000
Guyana,1984,male,55-74 years,0,33000
Guyana,1984,male,75+ years,1,4000
Guyana,1988,female,15-24 years,10,87955
Guyana,1988,female,25-34 years,2,62428
Guyana,1988,female,35-54 years,1,57863
Guyana,1988,female,5-14 years,0,91613
Guyana,1988,female,55-74 years,1,25128
Guyana,1988,female,75+ years,0,5258
Guyana,1988,male,15-24 years,12,84290
Guyana,1988,male,25-34 years,15,60519
Guyana,1988,male,35-54 years,12,58974
Guyana,1988,male,5-14 years,0,91875
Guyana,1988,male,55-74 years,3,24469
Guyana,1988,male,75+ years,0,4522
Guyana,1989,female,15-24 years,15,86230
Guyana,1989,female,25-34 years,5,63276
Guyana,1989,female,35-54 years,2,60363
Guyana,1989,female,5-14 years,1,90585
Guyana,1989,female,55-74 years,3,25362
Guyana,1989,female,75+ years,0,5256
Guyana,1989,male,15-24 years,20,82060
Guyana,1989,male,25-34 years,20,61007
Guyana,1989,male,35-54 years,17,60728
Guyana,1989,male,5-14 years,2,90510
Guyana,1989,male,55-74 years,8,24423
Guyana,1989,male,75+ years,1,4304
Guyana,1990,female,15-24 years,12,84613
Guyana,1990,female,25-34 years,4,63874
Guyana,1990,female,35-54 years,4,63070
Guyana,1990,female,5-14 years,2,89480
Guyana,1990,female,55-74 years,3,25481
Guyana,1990,female,75+ years,0,5295
Guyana,1990,male,15-24 years,18,79963
Guyana,1990,male,25-34 years,23,61238
Guyana,1990,male,35-54 years,13,62629
Guyana,1990,male,5-14 years,2,89344
Guyana,1990,male,55-74 years,7,24349
Guyana,1990,male,75+ years,1,4090
Guyana,1991,female,15-24 years,20,83288
Guyana,1991,female,25-34 years,3,64963
Guyana,1991,female,35-54 years,4,64883
Guyana,1991,female,5-14 years,0,88747
Guyana,1991,female,55-74 years,2,25913
Guyana,1991,female,75+ years,0,5251
Guyana,1991,male,15-24 years,25,78590
Guyana,1991,male,25-34 years,20,61639
Guyana,1991,male,35-54 years,22,63902
Guyana,1991,male,5-14 years,2,88752
Guyana,1991,male,55-74 years,4,24589
Guyana,1991,male,75+ years,3,4103
Guyana,1992,female,15-24 years,8,82022
Guyana,1992,female,25-34 years,4,65856
Guyana,1992,female,35-54 years,3,66839
Guyana,1992,female,5-14 years,1,88301
Guyana,1992,female,55-74 years,1,26480
Guyana,1992,female,75+ years,1,5153
Guyana,1992,male,15-24 years,12,77451
Guyana,1992,male,25-34 years,16,61900
Guyana,1992,male,35-54 years,20,65227
Guyana,1992,male,5-14 years,1,88424
Guyana,1992,male,55-74 years,10,24947
Guyana,1992,male,75+ years,1,4113
Guyana,1993,female,15-24 years,4,80833
Guyana,1993,female,25-34 years,5,66401
Guyana,1993,female,35-54 years,3,68847
Guyana,1993,female,5-14 years,2,87945
Guyana,1993,female,55-74 years,1,27073
Guyana,1993,female,75+ years,0,5036
Guyana,1993,male,15-24 years,18,76553
Guyana,1993,male,25-34 years,19,61922
Guyana,1993,male,35-54 years,16,66569
Guyana,1993,male,5-14 years,0,88194
Guyana,1993,male,55-74 years,4,25346
Guyana,1993,male,75+ years,0,4112
Guyana,1994,female,15-24 years,9,79778
Guyana,1994,female,25-34 years,6,66495
Guyana,1994,female,35-54 years,6,70836
Guyana,1994,female,5-14 years,3,87580
Guyana,1994,female,55-74 years,3,27573
Guyana,1994,female,75+ years,0,4955
Guyana,1994,male,15-24 years,21,75958
Guyana,1994,male,25-34 years,19,61649
Guyana,1994,male,35-54 years,14,67952
Guyana,1994,male,5-14 years,0,88014
Guyana,1994,male,55-74 years,4,25709
Guyana,1994,male,75+ years,1,4083
Guyana,1995,female,15-24 years,10,78904
Guyana,1995,female,25-34 years,4,66078
Guyana,1995,female,35-54 years,7,72700
Guyana,1995,female,5-14 years,0,87174
Guyana,1995,female,55-74 years,1,27922
Guyana,1995,female,75+ years,0,4933
Guyana,1995,male,15-24 years,16,75684
Guyana,1995,male,25-34 years,20,61036
Guyana,1995,male,35-54 years,32,69347
Guyana,1995,male,5-14 years,0,87908
Guyana,1995,male,55-74 years,7,25980
Guyana,1995,male,75+ years,2,4016
Guyana,1996,female,15-24 years,4,77959
Guyana,1996,female,25-34 years,1,66018
Guyana,1996,female,35-54 years,1,73722
Guyana,1996,female,5-14 years,0,85353
Guyana,1996,female,55-74 years,3,27838
Guyana,1996,female,75+ years,0,5226
Guyana,1996,male,15-24 years,14,74989
Guyana,1996,male,25-34 years,18,61208
Guyana,1996,male,35-54 years,13,70760
Guyana,1996,male,5-14 years,0,85866
Guyana,1996,male,55-74 years,5,25903
Guyana,1996,male,75+ years,1,4206
Guyana,1997,female,15-24 years,0,76589
Guyana,1997,female,25-34 years,2,65815
Guyana,1997,female,35-54 years,0,74845
Guyana,1997,female,5-14 years,1,84446
Guyana,1997,female,55-74 years,0,27455
Guyana,1997,female,75+ years,1,5573
Guyana,1997,male,15-24 years,9,73872
Guyana,1997,male,25-34 years,14,61382
Guyana,1997,male,35-54 years,10,72527
Guyana,1997,male,5-14 years,0,85051
Guyana,1997,male,55-74 years,3,25615
Guyana,1997,male,75+ years,0,4414
Guyana,1998,female,15-24 years,1,74682
Guyana,1998,female,25-34 years,0,65510
Guyana,1998,female,35-54 years,1,76045
Guyana,1998,female,5-14 years,2,84570
Guyana,1998,female,55-74 years,0,26825
Guyana,1998,female,75+ years,0,5921
Guyana,1998,male,15-24 years,4,72158
Guyana,1998,male,25-34 years,8,61554
Guyana,1998,male,35-54 years,13,74495
Guyana,1998,male,5-14 years,0,85543
Guyana,1998,male,55-74 years,6,25154
Guyana,1998,male,75+ years,0,4632
Guyana,1999,female,15-24 years,20,72293
Guyana,1999,female,25-34 years,9,65117
Guyana,1999,female,35-54 years,7,77259
Guyana,1999,female,5-14 years,2,85604
Guyana,1999,female,55-74 years,3,26117
Guyana,1999,female,75+ years,1,6185
Guyana,1999,male,15-24 years,32,69833
Guyana,1999,male,25-34 years,41,61650
Guyana,1999,male,35-54 years,38,76458
Guyana,1999,male,5-14 years,1,87121
Guyana,1999,male,55-74 years,7,24637
Guyana,1999,male,75+ years,2,4820
Guyana,2001,female,15-24 years,15,67250
Guyana,2001,female,25-34 years,11,63575
Guyana,2001,female,35-54 years,13,80682
Guyana,2001,female,5-14 years,1,88698
Guyana,2001,female,55-74 years,3,25805
Guyana,2001,female,75+ years,0,6483
Guyana,2001,male,15-24 years,22,65739
Guyana,2001,male,25-34 years,46,60741
Guyana,2001,male,35-54 years,63,80183
Guyana,2001,male,5-14 years,0,91568
Guyana,2001,male,55-74 years,21,24588
Guyana,2001,male,75+ years,2,5114
Guyana,2002,female,15-24 years,13,65044
Guyana,2002,female,25-34 years,9,62180
Guyana,2002,female,35-54 years,6,82679
Guyana,2002,female,5-14 years,4,90156
Guyana,2002,female,55-74 years,2,26413
Guyana,2002,female,75+ years,0,6508
Guyana,2002,male,15-24 years,31,64530
Guyana,2002,male,25-34 years,34,59613
Guyana,2002,male,35-54 years,59,81725
Guyana,2002,male,5-14 years,2,93598
Guyana,2002,male,55-74 years,15,25213
Guyana,2002,male,75+ years,1,5180
Guyana,2003,female,15-24 years,20,63364
Guyana,2003,female,25-34 years,7,60458
Guyana,2003,female,35-54 years,12,84488
Guyana,2003,female,5-14 years,2,91355
Guyana,2003,female,55-74 years,3,27246
Guyana,2003,female,75+ years,1,6451
Guyana,2003,male,15-24 years,27,63808
Guyana,2003,male,25-34 years,42,58196
Guyana,2003,male,35-54 years,63,83011
Guyana,2003,male,5-14 years,2,95136
Guyana,2003,male,55-74 years,17,26025
Guyana,2003,male,75+ years,2,5167
Guyana,2004,female,15-24 years,17,62536
Guyana,2004,female,25-34 years,11,58410
Guyana,2004,female,35-54 years,14,86168
Guyana,2004,female,5-14 years,2,92113
Guyana,2004,female,55-74 years,3,28195
Guyana,2004,female,75+ years,1,6343
Guyana,2004,male,15-24 years,25,63853
Guyana,2004,male,25-34 years,42,56522
Guyana,2004,male,35-54 years,48,84137
Guyana,2004,male,5-14 years,4,96017
Guyana,2004,male,55-74 years,15,26937
Guyana,2004,male,75+ years,4,5077
Guyana,2005,female,15-24 years,16,62748
Guyana,2005,female,25-34 years,10,56021
Guyana,2005,female,35-54 years,12,87677
Guyana,2005,female,5-14 years,2,92359
Guyana,2005,female,55-74 years,2,29185
Guyana,2005,female,75+ years,0,6199
Guyana,2005,male,15-24 years,21,64802
Guyana,2005,male,25-34 years,41,54600
Guyana,2005,male,35-54 years,43,85091
Guyana,2005,male,5-14 years,1,96224
Guyana,2005,male,55-74 years,19,27890
Guyana,2005,male,75+ years,2,4913
Guyana,2006,female,15-24 years,20,64182
Guyana,2006,female,25-34 years,11,55372
Guyana,2006,female,35-54 years,12,87754
Guyana,2006,female,5-14 years,4,90602
Guyana,2006,female,55-74 years,3,30405
Guyana,2006,female,75+ years,0,6223
Guyana,2006,male,15-24 years,29,65453
Guyana,2006,male,25-34 years,46,54309
Guyana,2006,male,35-54 years,50,85783
Guyana,2006,male,5-14 years,5,94486
Guyana,2006,male,55-74 years,18,28901
Guyana,2006,male,75+ years,3,4938
Guyana,2007,female,15-24 years,15,65585
Guyana,2007,female,25-34 years,9,55201
Guyana,2007,female,35-54 years,9,87596
Guyana,2007,female,5-14 years,3,88555
Guyana,2007,female,55-74 years,4,31718
Guyana,2007,female,75+ years,2,6214
Guyana,2007,male,15-24 years,27,66115
Guyana,2007,male,25-34 years,28,54095
Guyana,2007,male,35-54 years,73,86507
Guyana,2007,male,5-14 years,1,92446
Guyana,2007,male,55-74 years,11,29855
Guyana,2007,male,75+ years,3,4901
Guyana,2008,female,15-24 years,13,66821
Guyana,2008,female,25-34 years,6,55523
Guyana,2008,female,35-54 years,13,87224
Guyana,2008,female,5-14 years,4,86356
Guyana,2008,female,55-74 years,7,33157
Guyana,2008,female,75+ years,1,6197
Guyana,2008,male,15-24 years,20,66792
Guyana,2008,male,25-34 years,30,53990
Guyana,2008,male,35-54 years,53,87299
Guyana,2008,male,5-14 years,0,90267
Guyana,2008,male,55-74 years,18,30779
Guyana,2008,male,75+ years,3,4848
Guyana,2009,female,15-24 years,14,67774
Guyana,2009,female,25-34 years,7,56144
Guyana,2009,female,35-54 years,15,86706
Guyana,2009,female,5-14 years,6,84273
Guyana,2009,female,55-74 years,4,34707
Guyana,2009,female,75+ years,1,6229
Guyana,2009,male,15-24 years,14,67457
Guyana,2009,male,25-34 years,26,53875
Guyana,2009,male,35-54 years,51,88163
Guyana,2009,male,5-14 years,1,88273
Guyana,2009,male,55-74 years,15,31720
Guyana,2009,male,75+ years,2,4834
Guyana,2010,female,15-24 years,21,68563
Guyana,2010,female,25-34 years,11,56716
Guyana,2010,female,35-54 years,8,86183
Guyana,2010,female,5-14 years,5,82511
Guyana,2010,female,55-74 years,4,36294
Guyana,2010,female,75+ years,0,6350
Guyana,2010,male,15-24 years,27,68249
Guyana,2010,male,25-34 years,30,53501
Guyana,2010,male,35-54 years,80,89147
Guyana,2010,male,5-14 years,2,86692
Guyana,2010,male,55-74 years,12,32734
Guyana,2010,male,75+ years,5,4885
Guyana,2011,female,15-24 years,10,70472
Guyana,2011,female,25-34 years,7,55527
Guyana,2011,female,35-54 years,14,87351
Guyana,2011,female,5-14 years,4,80748
Guyana,2011,female,55-74 years,3,37229
Guyana,2011,female,75+ years,1,6656
Guyana,2011,male,15-24 years,31,71216
Guyana,2011,male,25-34 years,34,52146
Guyana,2011,male,35-54 years,64,90085
Guyana,2011,male,5-14 years,3,84995
Guyana,2011,male,55-74 years,19,33737
Guyana,2011,male,75+ years,2,5121
Guyana,2012,female,15-24 years,14,72713
Guyana,2012,female,25-34 years,11,53923
Guyana,2012,female,35-54 years,18,88544
Guyana,2012,female,5-14 years,2,79129
Guyana,2012,female,55-74 years,5,38249
Guyana,2012,female,75+ years,0,6971
Guyana,2012,male,15-24 years,30,74548
Guyana,2012,male,25-34 years,27,50601
Guyana,2012,male,35-54 years,71,90968
Guyana,2012,male,5-14 years,4,83404
Guyana,2012,male,55-74 years,21,34933
Guyana,2012,male,75+ years,3,5373
Guyana,2013,female,15-24 years,29,75001
Guyana,2013,female,25-34 years,3,52213
Guyana,2013,female,35-54 years,13,89706
Guyana,2013,female,5-14 years,1,77645
Guyana,2013,female,55-74 years,4,39408
Guyana,2013,female,75+ years,0,7232
Guyana,2013,male,15-24 years,34,77905
Guyana,2013,male,25-34 years,35,49177
Guyana,2013,male,35-54 years,65,91779
Guyana,2013,male,5-14 years,1,81898
Guyana,2013,male,55-74 years,23,36325
Guyana,2013,male,75+ years,2,5578
Haiti,1980,female,15-24 years,0,
Haiti,1980,female,25-34 years,0,
Haiti,1980,female,35-54 years,0,
Haiti,1980,female,5-14 years,0,
Haiti,1980,female,55-74 years,0,
Haiti,1980,female,75+ years,0,
Haiti,1980,male,15-24 years,0,
Haiti,1980,male,25-34 years,0,
Haiti,1980,male,35-54 years,0,
Haiti,1980,male,5-14 years,0,
Haiti,1980,male,55-74 years,0,
Haiti,1980,male,75+ years,0,
Haiti,1997,female,15-24 years,0,
Haiti,1997,female,25-34 years,0,
Haiti,1997,female,35-54 years,0,
Haiti,1997,female,5-14 years,0,
Haiti,1997,female,55-74 years,0,
Haiti,1997,female,75+ years,0,
Haiti,1997,male,15-24 years,1,
Haiti,1997,male,25-34 years,0,
Haiti,1997,male,35-54 years,0,
Haiti,1997,male,5-14 years,0,
Haiti,1997,male,55-74 years,0,
Haiti,1997,male,75+ years,0,
Haiti,1999,female,15-24 years,1,
Haiti,1999,female,25-34 years,1,
Haiti,1999,female,35-54 years,1,
Haiti,1999,female,5-14 years,0,
Haiti,1999,female,55-74 years,1,
Haiti,1999,female,75+ years,0,
Haiti,1999,male,15-24 years,0,
Haiti,1999,male,25-34 years,0,
Haiti,1999,male,35-54 years,0,
Haiti,1999,male,5-14 years,0,
Haiti,1999,male,55-74 years,1,
Haiti,1999,male,75+ years,0,
Haiti,2001,female,15-24 years,1,
Haiti,2001,female,25-34 years,0,
Haiti,2001,female,35-54 years,1,
Haiti,2001,female,5-14 years,0,
Haiti,2001,female,55-74 years,0,
Haiti,2001,female,75+ years,0,
Haiti,2001,male,15-24 years,1,
Haiti,2001,male,25-34 years,3,
Haiti,2001,male,35-54 years,4,
Haiti,2001,male,5-14 years,0,
Haiti,2001,male,55-74 years,5,
Haiti,2001,male,75+ years,1,
Haiti,2002,female,15-24 years,0,
Haiti,2002,female,25-34 years,0,
Haiti,2002,female,35-54 years,0,
Haiti,2002,female,5-14 years,0,
Haiti,2002,female,55-74 years,0,
Haiti,2002,female,75+ years,0,
Haiti,2002,male,15-24 years,0,
Haiti,2002,male,25-34 years,2,
Haiti,2002,male,35-54 years,1,
Haiti,2002,male,5-14 years,0,
Haiti,2002,male,55-74 years,1,
Haiti,2002,male,75+ years,0,
Haiti,2003,female,15-24 years,1,
Haiti,2003,female,25-34 years,0,
Haiti,2003,female,35-54 years,0,
Haiti,2003,female,5-14 years,0,
Haiti,2003,female,55-74 years,0,
Haiti,2003,female,75+ years,0,
Haiti,2003,male,15-24 years,0,
Haiti,2003,male,25-34 years,0,
Haiti,2003,male,35-54 years,0,
Haiti,2003,male,5-14 years,0,
Haiti,2003,male,55-74 years,0,
Haiti,2003,male,75+ years,0,
Haiti,2004,female,15-24 years,0,
Haiti,2004,female,25-34 years,0,
Haiti,2004,female,35-54 years,0,
Haiti,2004,female,5-14 years,0,
Haiti,2004,female,55-74 years,0,
Haiti,2004,female,75+ years,0,
Haiti,2004,male,15-24 years,1,
Haiti,2004,male,25-34 years,0,
Haiti,2004,male,35-54 years,0,
Haiti,2004,male,5-14 years,0,
Haiti,2004,male,55-74 years,0,
Haiti,2004,male,75+ years,0,
Honduras,1987,female,15-24 years,10,
Honduras,1987,female,25-34 years,5,
Honduras,1987,female,35-54 years,4,
Honduras,1987,female,5-14 years,4,
Honduras,1987,female,55-74 years,1,
Honduras,1987,female,75+ years,0,
Honduras,1987,male,15-24 years,30,
Honduras,1987,male,25-34 years,27,
Honduras,1987,male,35-54 years,30,
Honduras,1987,male,5-14 years,6,
Honduras,1987,male,55-74 years,9,
Honduras,1987,male,75+ years,8,
Honduras,1988,female,15-24 years,12,
Honduras,1988,female,25-34 years,10,
Honduras,1988,female,35-54 years,3,
Honduras,1988,female,5-14 years,0,
Honduras,1988,female,55-74 years,1,
Honduras,1988,female,75+ years,1,
Honduras,1988,male,15-24 years,29,
Honduras,1988,male,25-34 years,36,
Honduras,1988,male,35-54 years,25,
Honduras,1988,male,5-14 years,0,
Honduras,1988,male,55-74 years,4,
Honduras,1988,male,75+ years,10,
Honduras,1989,female,15-24 years,7,
Honduras,1989,female,25-34 years,2,
Honduras,1989,female,35-54 years,4,
Honduras,1989,female,5-14 years,0,
Honduras,1989,female,55-74 years,2,
Honduras,1989,female,75+ years,1,
Honduras,1989,male,15-24 years,25,
Honduras,1989,male,25-34 years,24,
Honduras,1989,male,35-54 years,16,
Honduras,1989,male,5-14 years,1,
Honduras,1989,male,55-74 years,8,
Honduras,1989,male,75+ years,2,
Honduras,1990,female,15-24 years,13,
Honduras,1990,female,25-34 years,5,
Honduras,1990,female,35-54 years,9,
Honduras,1990,female,5-14 years,0,
Honduras,1990,female,55-74 years,2,
Honduras,1990,female,75+ years,1,
Honduras,1990,male,15-24 years,34,
Honduras,1990,male,25-34 years,40,
Honduras,1990,male,35-54 years,36,
Honduras,1990,male,5-14 years,1,
Honduras,1990,male,55-74 years,12,
Honduras,1990,male,75+ years,5,
Honduras,2008,female,15-24 years,4,
Honduras,2008,female,25-34 years,2,
